tx_id,customer_id,amount,timestamp,merchant_category,segment,age,income,is_fraud,amount_risk_bucket,is_night_tx
TX006640,C0261,399.69,2024-09-24 00:20:09,Travel,Basic,26,"24,494.00",1,Low,1
TX003865,C0138,399.64,2024-11-19 12:18:06,Electronics,Student,34,"17,588.00",0,Low,0
TX003786,C0323,399.58,2024-07-13 17:10:39,Travel,Standard,28,"42,469.00",0,Low,0
TX006350,C0469,399.35,2024-08-28 09:57:19,ATM Withdrawal,Premium,31,"125,897.00",0,Low,0
TX000205,C0234,398.99,2024-06-26 06:12:58,Electronics,Student,30,"16,315.00",1,Low,0
TX003427,C0355,398.91,2024-04-24 03:18:51,Electronics,Student,37,"16,323.00",0,Low,1
TX000857,C0183,398.59,2024-09-29 13:40:24,Travel,Premium,25,"135,022.00",0,Low,0
TX002884,C0364,397.93,2024-11-22 22:53:58,Electronics,Standard,42,"54,163.00",0,Low,0
TX006401,C0341,397.71,2024-05-12 11:51:45,Electronics,Student,28,"21,710.00",0,Low,0
TX007378,C0103,397.52,2024-03-29 18:00:56,Travel,Standard,33,"46,432.00",0,Low,0
TX006650,C0336,397.04,2024-12-13 10:38:44,Electronics,Basic,36,"19,041.00",0,Low,0
TX004755,C0208,396.95,2024-05-23 14:10:56,ATM Withdrawal,Basic,44,"28,883.00",0,Low,0
TX005639,C0034,396.74,2024-09-07 02:44:07,Online Shopping,Standard,25,"54,013.00",1,Low,1
TX003606,C0246,396.69,2024-09-02 09:59:37,Electronics,Basic,33,"41,005.00",0,Low,0
TX003819,C0387,396.52,2024-11-07 01:43:11,Electronics,Student,42,"17,832.00",0,Low,1
TX006036,C0074,396.06,2024-07-13 05:09:28,Electronics,Basic,56,"18,553.00",0,Low,0
TX007396,C0418,395.92,2024-07-04 02:15:53,Electronics,Standard,39,"63,367.00",0,Low,1
TX006239,C0461,395.34,2024-02-05 12:47:11,Travel,Standard,61,"46,806.00",0,Low,0
TX006256,C0262,395.34,2024-11-25 00:21:00,Electronics,Premium,37,"157,573.00",0,Low,1
TX000788,C0084,395.11,2024-03-29 23:04:57,Electronics,Standard,31,"66,406.00",0,Low,0
TX006636,C0377,395,2024-12-19 23:11:22,Electronics,Premium,48,"57,230.00",0,Low,0
TX007825,C0410,394.74,2024-08-14 05:09:07,Travel,Premium,44,"63,045.00",0,Low,0
TX007081,C0463,394.72,2024-07-16 11:06:41,ATM Withdrawal,Student,29,"9,084.00",0,Low,0
TX007467,C0248,394.58,2024-02-22 17:13:35,Electronics,Student,30,"15,502.00",0,Low,0
TX004700,C0020,393.96,2024-11-07 06:12:50,Electronics,Standard,21,"59,185.00",0,Low,0
TX007202,C0493,393.63,2024-04-26 04:20:33,ATM Withdrawal,Basic,38,"30,256.00",0,Low,1
TX004619,C0247,393.52,2024-12-01 00:38:40,Travel,Standard,32,"52,749.00",0,Low,1
TX005880,C0168,393.48,2024-01-02 13:37:05,Electronics,Student,60,"8,041.00",0,Low,0
TX006192,C0286,393.12,2024-03-14 16:55:19,Travel,Basic,18,"41,136.00",1,Low,0
TX002534,C0166,393,2024-06-26 03:33:36,ATM Withdrawal,Standard,42,"12,271.00",0,Low,1
TX004826,C0330,392.98,2024-05-11 03:07:45,Electronics,Standard,45,"53,052.00",0,Low,1
TX007574,C0331,392.74,2024-07-07 06:37:48,Online Shopping,Standard,37,"55,657.00",0,Low,0
TX000521,C0099,391.98,2024-12-30 23:11:33,Electronics,Basic,38,"21,987.00",0,Low,0
TX007735,C0106,391.87,2024-02-26 00:37:44,Online Shopping,Basic,42,"37,397.00",0,Low,1
TX006214,C0079,391.72,2024-09-18 05:44:06,Travel,Standard,39,"48,307.00",0,Low,0
TX006112,C0217,391.38,2024-05-18 13:25:40,ATM Withdrawal,Premium,28,"116,102.00",0,Low,0
TX000329,C0400,390.56,2024-10-19 19:34:47,Electronics,Standard,52,"53,516.00",0,Low,0
TX001639,C0452,390.42,2024-04-26 11:27:18,Electronics,Standard,49,"69,014.00",0,Low,0
TX001261,C0042,390.2,2024-02-25 01:32:34,Travel,Standard,40,"65,625.00",0,Low,1
TX000647,C0059,390.2,2024-11-14 13:01:29,Electronics,Basic,41,"29,342.00",0,Low,0
TX000902,C0147,390.05,2024-04-17 18:13:17,Travel,Standard,23,"71,180.00",0,Low,0
TX006298,C0294,389.45,2024-07-16 01:56:26,Electronics,Basic,48,"22,253.00",1,Low,1
TX001971,C0008,389.35,2024-04-10 14:41:29,Travel,Standard,47,"74,176.00",0,Low,0
TX006510,C0076,388.99,2024-11-10 14:33:56,Travel,Standard,47,"44,784.00",0,Low,0
TX003629,C0143,388.96,2024-09-30 19:37:14,ATM Withdrawal,Basic,18,"31,795.00",0,Low,0
TX003148,C0459,388.33,2024-02-05 20:23:03,Travel,Premium,31,"72,704.00",0,Low,0
TX002963,C0124,388.33,2024-12-12 07:23:01,Electronics,Standard,21,"61,362.00",0,Low,0
TX005238,C0428,388.23,2024-07-27 03:37:16,Travel,Standard,46,"62,297.00",0,Low,1
TX000039,C0360,388.1,2024-11-10 12:33:08,Electronics,Basic,28,"20,322.00",0,Low,0
TX004746,C0366,387.87,2024-07-13 00:28:16,Travel,Student,33,"15,304.00",0,Low,1
TX002957,C0062,387.32,2024-08-02 23:12:12,ATM Withdrawal,Basic,35,"33,654.00",1,Low,0
TX000063,C0347,386.78,2024-07-22 06:52:47,Travel,Basic,20,"25,346.00",0,Low,0
TX001359,C0242,385.66,2024-11-15 01:15:51,Travel,Premium,36,"53,171.00",0,Low,1
TX004264,C0292,385.66,2024-12-17 12:54:03,Electronics,Basic,32,"28,202.00",0,Low,0
TX004027,C0050,385.63,2024-11-16 00:28:22,Travel,Basic,18,"21,439.00",0,Low,1
TX000261,C0186,385.38,2024-11-17 12:22:12,Electronics,Student,46,"13,602.00",0,Low,0
TX000621,C0101,385.29,2024-04-01 18:17:46,Healthcare,Student,21,"22,190.00",1,Low,0
TX003051,C0239,384.89,2024-06-27 12:29:17,Travel,Standard,30,"51,337.00",0,Low,0
TX006645,C0010,384.62,2024-01-18 18:27:23,Electronics,Standard,44,"55,696.00",0,Low,0
TX000194,C0231,384.58,2024-12-02 23:48:23,Electronics,Premium,29,"99,079.00",0,Low,0
TX004803,C0173,384.31,2024-02-13 05:04:21,ATM Withdrawal,Standard,37,"47,984.00",0,Low,0
TX007372,C0193,384.19,2024-07-28 05:20:17,ATM Withdrawal,Premium,40,"82,228.00",0,Low,0
TX005608,C0338,383.57,2024-05-31 22:06:24,Online Shopping,Premium,34,"167,391.00",0,Low,0
TX005228,C0146,382.62,2024-08-20 04:31:24,Electronics,Basic,47,"26,328.00",0,Low,1
TX003526,C0226,382.32,2024-12-12 21:06:39,Healthcare,Premium,51,"125,610.00",0,Low,0
TX006783,C0062,381.96,2024-12-23 12:18:20,Travel,Basic,35,"33,654.00",0,Low,0
TX006496,C0005,381.56,2024-06-05 13:11:36,Travel,Basic,35,"32,949.00",0,Low,0
TX006070,C0341,381.29,2024-07-06 10:04:39,Electronics,Student,28,"21,710.00",0,Low,0
TX005882,C0336,381.29,2024-12-22 02:15:54,Travel,Basic,36,"19,041.00",0,Low,1
TX005368,C0209,381.17,2024-05-05 03:20:54,Travel,Standard,44,"71,622.00",0,Low,1
TX004298,C0285,380.63,2024-05-31 02:32:39,Travel,Basic,63,"31,439.00",1,Low,1
TX005766,C0146,380.4,2024-09-03 05:57:35,Travel,Basic,47,"26,328.00",1,Low,0
TX001939,C0446,380.17,2024-12-06 19:52:26,Electronics,Student,46,"15,012.00",0,Low,0
TX001447,C0257,380.07,2024-01-24 00:45:38,ATM Withdrawal,Basic,53,"24,888.00",1,Low,1
TX006270,C0378,379.2,2024-05-03 22:21:55,Electronics,Basic,40,"27,468.00",0,Low,0
TX003318,C0215,379.01,2024-10-06 00:52:39,ATM Withdrawal,Basic,34,"28,474.00",0,Low,1
TX007419,C0346,378.88,2024-01-02 08:23:10,Electronics,Basic,40,"28,371.00",0,Low,0
TX002032,C0241,378.79,2024-03-15 05:13:47,Travel,Premium,28,"125,684.00",0,Low,0
TX001972,C0478,378.4,2024-12-08 03:42:53,ATM Withdrawal,Premium,41,"41,593.00",0,Low,1
TX002836,C0320,378.38,2024-10-23 15:39:52,Travel,Premium,36,"127,432.00",0,Low,0
TX005579,C0484,378.17,2024-09-04 14:45:54,ATM Withdrawal,Standard,40,"82,390.00",0,Low,0
TX002120,C0378,377.93,2024-06-27 01:36:15,Electronics,Basic,40,"27,468.00",0,Low,1
TX007444,C0438,377.88,2024-09-19 09:00:33,Travel,Standard,21,"77,360.00",0,Low,0
TX002484,C0048,377.49,2024-09-13 23:30:39,Electronics,Student,50,"14,603.00",0,Low,0
TX006026,C0013,377.13,2024-05-04 05:08:33,Online Shopping,Standard,40,"64,682.00",0,Low,0
TX002877,C0312,376.7,2024-06-25 21:47:32,Electronics,Standard,51,"45,056.00",0,Low,0
TX002364,C0012,376.56,2024-02-29 23:44:30,ATM Withdrawal,Standard,32,"66,193.00",0,Low,0
TX004780,C0028,376.46,2024-03-28 17:33:38,Electronics,Basic,42,"24,399.00",0,Low,0
TX007186,C0107,375.95,2024-05-08 06:25:15,ATM Withdrawal,Premium,60,"91,788.00",0,Low,0
TX006707,C0433,375.86,2024-02-04 11:40:58,Travel,Student,34,"10,161.00",0,Low,0
TX005044,C0195,375.73,2024-07-14 23:50:08,Electronics,Standard,40,"53,925.00",0,Low,0
TX003580,C0461,375.47,2024-05-21 09:40:22,Electronics,Standard,61,"46,806.00",0,Low,0
TX003355,C0071,374.43,2024-12-12 01:13:08,Electronics,Standard,42,"44,854.00",0,Low,1
TX003541,C0387,374.31,2024-12-18 00:26:20,Travel,Student,42,"17,832.00",0,Low,1
TX004883,C0474,374.26,2024-01-20 21:49:43,Travel,Standard,54,"41,727.00",0,Low,0
TX005582,C0187,374.1,2024-07-29 05:28:15,Electronics,Premium,43,"80,350.00",0,Low,0
TX003494,C0397,373.73,2024-02-27 06:41:01,Travel,Student,18,"14,975.00",0,Low,0
TX003101,C0302,373.1,2024-04-04 03:05:04,Travel,Basic,31,"34,419.00",1,Low,1
TX006677,C0207,372.93,2024-06-03 10:05:53,ATM Withdrawal,Standard,44,"86,325.00",0,Low,0
TX004205,C0258,372.75,2024-12-22 10:12:10,Electronics,Standard,29,"35,153.00",0,Low,0
TX007362,C0223,372.25,2024-12-08 05:14:35,Travel,Standard,46,"58,016.00",0,Low,0
TX001917,C0108,371.79,2024-03-15 23:19:01,Electronics,Basic,40,"24,824.00",0,Low,0
TX004310,C0438,371.47,2024-07-19 04:16:46,Travel,Standard,21,"77,360.00",0,Low,1
TX000852,C0086,371.37,2024-01-14 02:28:34,ATM Withdrawal,Standard,31,"61,381.00",0,Low,1
TX001540,C0178,371.18,2024-09-05 21:42:01,Electronics,Standard,55,"35,755.00",0,Low,0
TX002829,C0093,369.99,2024-02-17 17:03:55,Electronics,Premium,29,"83,371.00",0,Low,0
TX002131,C0189,369.94,2024-11-28 01:36:52,Electronics,Premium,27,"101,458.00",0,Low,1
TX005110,C0220,369.93,2024-07-09 00:15:38,Travel,Basic,38,"32,919.00",0,Low,1
TX006730,C0177,369.13,2024-03-08 13:21:55,Electronics,Standard,38,"56,152.00",0,Low,0
TX003553,C0345,368.75,2024-12-05 12:41:39,ATM Withdrawal,Student,32,"13,483.00",0,Low,0
TX004301,C0326,368.71,2024-09-22 15:17:10,Electronics,Premium,23,"99,294.00",1,Low,0
TX000870,C0469,368.4,2024-07-12 21:01:01,Travel,Premium,31,"125,897.00",0,Low,0
TX003774,C0067,368.19,2024-09-12 19:43:35,Electronics,Basic,37,"31,572.00",0,Low,0
TX007454,C0456,367.34,2024-10-14 09:44:50,Electronics,Standard,28,"27,970.00",0,Low,0
TX002997,C0442,367.01,2024-05-18 05:31:19,Travel,Standard,37,"50,462.00",0,Low,0
TX006436,C0064,365.16,2024-01-13 08:48:12,Electronics,Standard,23,"61,715.00",0,Low,0
TX000909,C0307,364.89,2024-01-18 21:37:39,Electronics,Standard,53,"56,834.00",1,Low,0
TX006002,C0495,364.55,2024-11-28 22:02:11,Travel,Basic,56,"33,679.00",0,Low,0
TX005549,C0109,364.41,2024-06-16 07:19:27,Electronics,Basic,41,"35,585.00",0,Low,0
TX006143,C0118,364.23,2024-06-08 21:23:28,Electronics,Premium,23,"69,324.00",0,Low,0
TX004999,C0453,364.2,2024-12-29 04:24:47,Online Shopping,Basic,26,"19,064.00",1,Low,1
TX002601,C0443,364.14,2024-05-20 04:07:10,Electronics,Premium,18,"78,354.00",0,Low,1
TX006994,C0321,364.07,2024-04-13 20:31:51,Travel,Standard,39,"44,897.00",0,Low,0
TX000044,C0434,363.65,2024-04-15 15:02:18,Electronics,Basic,46,"34,799.00",0,Low,0
TX003835,C0366,363.31,2024-11-24 13:02:19,Electronics,Student,33,"15,304.00",0,Low,0
TX004819,C0490,363.08,2024-10-05 07:02:23,ATM Withdrawal,Basic,48,"32,394.00",0,Low,0
TX004335,C0239,362.9,2024-09-11 15:10:35,Electronics,Standard,30,"51,337.00",0,Low,0
TX006545,C0366,362.77,2024-12-08 20:27:36,Electronics,Student,33,"15,304.00",0,Low,0
TX007704,C0244,362.5,2024-07-03 17:07:32,Electronics,Premium,48,"111,035.00",0,Low,0
TX006695,C0419,362.48,2024-06-23 07:52:32,ATM Withdrawal,Standard,52,"55,155.00",0,Low,0
TX006659,C0451,362.25,2024-10-11 12:21:16,Travel,Basic,37,"9,568.00",0,Low,0
TX006836,C0166,361.92,2024-02-06 19:54:59,Travel,Standard,42,"12,271.00",0,Low,0
TX002975,C0368,361.9,2024-02-21 08:02:09,Entertainment,Standard,38,"41,189.00",0,Low,0
TX003573,C0205,361.32,2024-06-25 06:29:02,ATM Withdrawal,Standard,21,"69,970.00",0,Low,0
TX007556,C0103,361.21,2024-09-27 00:49:55,Electronics,Standard,33,"46,432.00",1,Low,1
TX000890,C0008,361.15,2024-08-02 11:07:41,Travel,Standard,47,"74,176.00",0,Low,0
TX003622,C0149,361.05,2024-11-05 06:21:27,Electronics,Student,44,"14,309.00",0,Low,0
TX005004,C0480,360.98,2024-08-18 15:04:21,Electronics,Standard,51,"51,860.00",0,Low,0
TX004728,C0065,360.65,2024-08-13 13:22:17,Travel,Premium,47,"109,281.00",0,Low,0
TX002422,C0202,360.51,2024-02-21 04:59:51,Travel,Premium,44,"30,053.00",0,Low,1
TX006231,C0100,359.23,2024-01-11 06:34:03,Travel,Standard,35,"50,783.00",0,Low,0
TX001780,C0442,359,2024-05-18 14:07:15,Healthcare,Standard,37,"50,462.00",0,Low,0
TX000759,C0460,358.48,2024-03-09 11:13:23,Travel,Student,23,"8,000.00",0,Low,0
TX005795,C0009,358.35,2024-02-14 18:56:04,Travel,Standard,32,"57,866.00",0,Low,0
TX007768,C0433,357.72,2024-05-31 17:21:24,Electronics,Student,34,"10,161.00",0,Low,0
TX000183,C0483,356.97,2024-12-25 05:17:14,Travel,Basic,18,"25,155.00",0,Low,0
TX002948,C0331,356.79,2024-10-16 00:32:25,Online Shopping,Standard,37,"55,657.00",0,Low,1
TX005351,C0244,356.71,2024-11-06 18:39:37,Electronics,Premium,48,"111,035.00",0,Low,0
TX007005,C0103,356.59,2024-02-05 18:22:24,Online Shopping,Standard,33,"46,432.00",0,Low,0
TX003281,C0293,355.97,2024-05-09 16:16:57,Travel,Basic,30,"34,400.00",0,Low,0
TX005249,C0340,355.83,2024-02-16 13:23:16,Electronics,Premium,31,"139,173.00",0,Low,0
TX007527,C0302,355.57,2024-06-19 15:44:47,ATM Withdrawal,Basic,31,"34,419.00",0,Low,0
TX002200,C0047,355.04,2024-05-24 19:07:07,ATM Withdrawal,Premium,32,"109,506.00",1,Low,0
TX002236,C0102,355.03,2024-05-20 14:41:02,Electronics,Basic,32,"35,126.00",0,Low,0
TX005269,C0117,354.95,2024-05-20 09:03:09,Online Shopping,Basic,37,"46,602.00",0,Low,0
TX007728,C0391,354.73,2024-02-06 16:30:44,Travel,Student,27,"8,000.00",0,Low,0
TX001663,C0227,354.22,2024-05-08 19:21:39,Electronics,Basic,38,"35,109.00",0,Low,0
TX003454,C0401,353.9,2024-02-28 04:18:13,Online Shopping,Standard,18,"68,786.00",0,Low,1
TX003995,C0249,353.16,2024-02-05 03:34:31,Electronics,Basic,59,"28,615.00",0,Low,1
TX006962,C0152,353.06,2024-02-03 21:05:57,Electronics,Premium,42,"42,708.00",0,Low,0
TX003560,C0084,352.82,2024-12-04 05:14:54,Electronics,Standard,31,"66,406.00",0,Low,0
TX003656,C0481,352.78,2024-01-05 17:34:31,ATM Withdrawal,Standard,36,"44,963.00",0,Low,0
TX000582,C0476,352.73,2024-11-06 21:00:26,ATM Withdrawal,Standard,35,"80,675.00",0,Low,0
TX000509,C0435,352.66,2024-01-19 08:29:36,Electronics,Basic,56,"42,246.00",1,Low,0
TX003402,C0338,352.21,2024-01-15 09:11:38,Online Shopping,Premium,34,"167,391.00",0,Low,0
TX004533,C0356,352.04,2024-01-26 20:51:21,Travel,Premium,25,"115,005.00",0,Low,0
TX006837,C0171,351.88,2024-05-31 20:01:22,Electronics,Basic,27,"19,642.00",0,Low,0
TX006117,C0433,351.64,2024-02-15 02:52:15,ATM Withdrawal,Student,34,"10,161.00",1,Low,1
TX006790,C0300,351.63,2024-06-26 10:14:39,Electronics,Premium,45,"103,214.00",0,Low,0
TX003362,C0358,351.31,2024-08-03 05:42:33,Travel,Student,34,"16,496.00",0,Low,0
TX002294,C0369,351.23,2024-06-09 00:51:55,ATM Withdrawal,Student,39,"15,677.00",0,Low,1
TX002103,C0084,351.22,2024-01-22 10:29:33,Electronics,Standard,31,"66,406.00",0,Low,0
TX007742,C0362,351.18,2024-11-01 07:44:59,Online Shopping,Premium,56,"102,570.00",0,Low,0
TX003515,C0191,350.89,2024-02-07 11:09:19,Electronics,Standard,32,"70,454.00",0,Low,0
TX003796,C0460,350.78,2024-09-23 04:52:59,Online Shopping,Student,23,"8,000.00",1,Low,1
TX001977,C0321,350.45,2024-10-06 14:37:42,Online Shopping,Standard,39,"44,897.00",1,Low,0
TX007891,C0359,350.14,2024-10-16 15:34:24,Travel,Standard,41,"73,415.00",0,Low,0
TX005829,C0459,350.02,2024-03-25 19:11:37,Healthcare,Premium,31,"72,704.00",0,Low,0
TX006786,C0468,349.81,2024-08-05 11:33:16,Electronics,Basic,47,"22,215.00",0,Low,0
TX000255,C0221,349.75,2024-12-30 10:27:39,Clothing,Premium,65,"162,102.00",1,Low,0
TX003980,C0217,349.32,2024-03-07 09:18:18,Electronics,Premium,28,"116,102.00",0,Low,0
TX003510,C0281,349.27,2024-11-08 15:43:17,Travel,Premium,39,"39,211.00",0,Low,0
TX000715,C0139,349.06,2024-06-29 05:38:46,ATM Withdrawal,Student,47,"13,067.00",0,Low,0
TX002575,C0063,349.02,2024-01-26 20:27:21,Travel,Student,24,"17,279.00",0,Low,0
TX000244,C0038,348.73,2024-12-07 04:01:36,ATM Withdrawal,Basic,18,"12,409.00",0,Low,1
TX001775,C0480,348.56,2024-12-06 19:12:55,Online Shopping,Standard,51,"51,860.00",0,Low,0
TX002912,C0006,348.56,2024-12-11 20:36:52,Online Shopping,Standard,35,"49,099.00",0,Low,0
TX004708,C0479,348.08,2024-09-10 05:38:46,Electronics,Student,74,"20,884.00",0,Low,0
TX003016,C0269,348.01,2024-02-03 23:35:49,ATM Withdrawal,Standard,32,"70,338.00",0,Low,0
TX001087,C0155,347.86,2024-06-04 18:27:09,Electronics,Premium,41,"71,233.00",1,Low,0
TX005672,C0291,347.84,2024-06-20 21:52:28,Travel,Student,35,"11,070.00",0,Low,0
TX007595,C0438,347.39,2024-06-01 23:43:49,Electronics,Standard,21,"77,360.00",0,Low,0
TX000469,C0161,346.6,2024-09-14 20:13:54,Electronics,Premium,26,"89,233.00",0,Low,0
TX007843,C0297,346.5,2024-04-15 06:52:00,Online Shopping,Standard,48,"45,979.00",0,Low,0
TX004889,C0158,345.57,2024-02-11 07:22:59,Online Shopping,Standard,43,"58,910.00",0,Low,0
TX001562,C0248,344.59,2024-08-11 08:40:03,ATM Withdrawal,Student,30,"15,502.00",0,Low,0
TX002834,C0433,343.87,2024-07-31 13:09:23,Electronics,Student,34,"10,161.00",0,Low,0
TX007832,C0179,343.65,2024-12-03 01:03:50,ATM Withdrawal,Student,34,"18,985.00",0,Low,1
TX006182,C0063,342.88,2024-12-20 19:21:19,Online Shopping,Student,24,"17,279.00",0,Low,0
TX006084,C0045,342.84,2024-11-04 17:44:48,Online Shopping,Standard,20,"35,795.00",0,Low,0
TX000116,C0149,342.59,2024-11-13 17:44:33,Electronics,Student,44,"14,309.00",0,Low,0
TX005112,C0068,342.37,2024-04-24 01:19:54,ATM Withdrawal,Basic,50,"35,672.00",0,Low,1
TX004268,C0175,342.12,2024-03-04 16:57:36,Clothing,Premium,41,"88,592.00",0,Low,0
TX000593,C0238,341.4,2024-03-18 10:10:11,ATM Withdrawal,Standard,40,"61,803.00",0,Low,0
TX004348,C0075,340.93,2024-05-13 12:15:42,Electronics,Basic,18,"31,024.00",0,Low,0
TX005243,C0168,340.57,2024-12-24 15:24:12,Travel,Student,60,"8,041.00",0,Low,0
TX002780,C0235,340.55,2024-06-07 18:27:00,Electronics,Basic,63,"32,570.00",0,Low,0
TX007914,C0367,340.09,2024-12-03 21:03:13,Travel,Student,40,"17,155.00",0,Low,0
TX000538,C0376,340.04,2024-08-09 15:29:16,ATM Withdrawal,Premium,28,"108,274.00",0,Low,0
TX004153,C0018,339.89,2024-01-04 13:10:30,Electronics,Student,41,"21,309.00",0,Low,0
TX001544,C0053,339.84,2024-01-24 16:51:58,Electronics,Basic,29,"29,635.00",0,Low,0
TX007786,C0020,339.45,2024-08-25 05:31:05,Travel,Standard,21,"59,185.00",0,Low,0
TX005299,C0381,338.84,2024-07-02 03:08:39,Electronics,Premium,27,"159,579.00",0,Low,1
TX004258,C0292,337.13,2024-07-23 12:39:58,Electronics,Basic,32,"28,202.00",0,Low,0
TX004818,C0217,337.07,2024-03-08 10:22:45,Travel,Premium,28,"116,102.00",0,Low,0
TX000453,C0082,337.04,2024-06-22 06:08:53,Travel,Standard,42,"18,641.00",0,Low,0
TX004238,C0283,336.92,2024-10-21 01:39:17,Electronics,Standard,57,"40,171.00",0,Low,1
TX003202,C0197,336.29,2024-09-04 08:36:37,Online Shopping,Standard,27,"65,914.00",0,Low,0
TX007306,C0315,336.11,2024-07-27 17:08:23,Electronics,Basic,53,"20,049.00",0,Low,0
TX002189,C0190,336,2024-02-21 01:58:01,Electronics,Student,19,"16,720.00",0,Low,1
TX004785,C0409,335.92,2024-07-16 21:58:03,Electronics,Standard,39,"63,047.00",0,Low,0
TX001309,C0374,335.55,2024-05-12 01:36:50,Healthcare,Basic,49,"39,888.00",0,Low,1
TX006572,C0496,335.49,2024-12-04 01:50:11,Electronics,Basic,44,"24,578.00",1,Low,1
TX007528,C0322,335.2,2024-05-29 06:25:34,Electronics,Basic,45,"32,231.00",0,Low,0
TX007345,C0179,334.13,2024-08-16 13:22:56,ATM Withdrawal,Student,34,"18,985.00",0,Low,0
TX003783,C0360,332.53,2024-05-24 05:11:31,ATM Withdrawal,Basic,28,"20,322.00",0,Low,0
TX000874,C0304,331.46,2024-01-29 19:45:45,Electronics,Basic,45,"40,913.00",0,Low,0
TX007116,C0074,331.38,2024-01-09 11:47:09,Electronics,Basic,56,"18,553.00",0,Low,0
TX006618,C0368,331.19,2024-10-07 09:54:00,ATM Withdrawal,Standard,38,"41,189.00",0,Low,0
TX007291,C0300,330.14,2024-06-06 21:07:19,Healthcare,Premium,45,"103,214.00",0,Low,0
TX004590,C0245,329.91,2024-12-17 00:04:10,Electronics,Standard,23,"50,536.00",0,Low,1
TX004134,C0454,329.8,2024-09-10 09:07:14,Online Shopping,Standard,44,"51,628.00",0,Low,0
TX004426,C0306,329.57,2024-01-13 05:33:00,Electronics,Standard,39,"48,558.00",0,Low,0
TX000628,C0032,329.54,2024-03-19 23:31:46,Electronics,Standard,60,"60,658.00",0,Low,0
TX003946,C0190,329.09,2024-03-25 01:50:01,Online Shopping,Student,19,"16,720.00",0,Low,1
TX001924,C0011,328.76,2024-06-15 17:33:16,ATM Withdrawal,Standard,32,"34,602.00",1,Low,0
TX007173,C0337,328.49,2024-11-28 16:40:34,Clothing,Standard,28,"53,675.00",0,Low,0
TX002388,C0214,328.4,2024-03-09 05:46:05,ATM Withdrawal,Standard,45,"83,710.00",0,Low,0
TX006462,C0343,328.12,2024-04-24 12:12:10,Electronics,Standard,40,"63,534.00",0,Low,0
TX003894,C0267,328.01,2024-07-06 15:50:14,Electronics,Standard,57,"34,156.00",0,Low,0
TX007093,C0487,327.22,2024-07-23 03:55:50,ATM Withdrawal,Standard,30,"87,359.00",0,Low,1
TX000969,C0369,327.21,2024-07-23 21:55:43,ATM Withdrawal,Student,39,"15,677.00",0,Low,0
TX003674,C0351,327.09,2024-03-04 10:26:43,Online Shopping,Standard,41,"55,511.00",0,Low,0
TX001155,C0440,327.06,2024-08-29 14:34:58,Electronics,Standard,37,"49,943.00",0,Low,0
TX004849,C0071,326.8,2024-06-27 19:53:59,Electronics,Standard,42,"44,854.00",0,Low,0
TX003373,C0296,326.67,2024-08-26 13:15:08,Travel,Student,29,"9,663.00",0,Low,0
TX001313,C0117,326.4,2024-12-11 21:34:26,Electronics,Basic,37,"46,602.00",0,Low,0
TX001716,C0118,326.31,2024-09-02 22:32:38,Electronics,Premium,23,"69,324.00",0,Low,0
TX007179,C0066,326.15,2024-12-20 19:26:11,Electronics,Basic,54,"40,633.00",0,Low,0
TX000158,C0191,325.83,2024-08-02 17:35:03,ATM Withdrawal,Standard,32,"70,454.00",0,Low,0
TX002168,C0317,325.61,2024-01-17 23:52:58,Electronics,Premium,46,"68,447.00",0,Low,0
TX000181,C0388,325.4,2024-09-23 02:42:15,Travel,Basic,60,"37,653.00",1,Low,1
TX004294,C0165,325.3,2024-11-10 22:11:05,Online Shopping,Standard,49,"66,575.00",0,Low,0
TX000322,C0047,325.25,2024-12-22 07:33:53,Online Shopping,Premium,32,"109,506.00",0,Low,0
TX003820,C0378,325.17,2024-11-06 18:09:23,Electronics,Basic,40,"27,468.00",0,Low,0
TX000367,C0260,324.81,2024-04-02 23:22:08,Groceries,Student,47,"19,039.00",0,Low,0
TX005426,C0206,324.42,2024-02-05 15:50:28,ATM Withdrawal,Standard,26,"11,556.00",0,Low,0
TX002087,C0282,324.21,2024-07-01 05:52:51,Electronics,Basic,45,"29,213.00",0,Low,0
TX007063,C0217,323.64,2024-07-25 12:05:32,ATM Withdrawal,Premium,28,"116,102.00",0,Low,0
TX006099,C0108,323.64,2024-11-25 02:32:38,ATM Withdrawal,Basic,40,"24,824.00",0,Low,1
TX007332,C0226,323.55,2024-10-05 21:30:12,Electronics,Premium,51,"125,610.00",0,Low,0
TX001543,C0500,323.54,2024-05-06 19:26:44,Electronics,Student,21,"15,738.00",0,Low,0
TX003493,C0488,323.36,2024-08-22 20:10:21,Online Shopping,Student,25,"12,577.00",0,Low,0
TX005255,C0109,322.97,2024-10-26 13:47:55,Online Shopping,Basic,41,"35,585.00",0,Low,0
TX007290,C0176,322.91,2024-12-08 15:31:54,Electronics,Standard,47,"62,155.00",0,Low,0
TX001861,C0321,322.88,2024-10-28 20:25:51,Electronics,Standard,39,"44,897.00",0,Low,0
TX004139,C0150,322.68,2024-12-16 20:27:04,Online Shopping,Student,41,"18,534.00",0,Low,0
TX006363,C0469,322.23,2024-08-27 23:05:31,Travel,Premium,31,"125,897.00",0,Low,0
TX002390,C0379,321.75,2024-06-16 00:08:30,Travel,Standard,64,"73,196.00",0,Low,1
TX002276,C0049,321.68,2024-12-19 14:01:58,Electronics,Standard,42,"82,699.00",0,Low,0
